Unnamed: 0,interview__key,interview__id,shocks__id,v31102b,typeshock,typeshocknum,shockdisinv,savusedshock,insusedshock,pubtransusedshock,borrusedshock,shocks_Group
873,84-87-50-64,424728c34fbf474fbb606faaf174bf7e,Drought,2,Drought,11.0,,,,,0,agricultural
874,51-90-78-49,cdadd676f56b4d2ab833d6fbc9f8b96e,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
875,77-14-46-28,83c6b3722a6042bb8dcf27f6136626bd,House damage,1,House damage,6.0,,,,,0,economics
876,77-14-46-28,83c6b3722a6042bb8dcf27f6136626bd,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,1.0,0,agricultural
877,77-14-46-28,83c6b3722a6042bb8dcf27f6136626bd,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
878,23-77-47-45,42b7f559412b4c578b74664bd46cb585,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,1.0,0,agricultural
879,23-77-47-45,42b7f559412b4c578b74664bd46cb585,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
880,23-77-47-45,42b7f559412b4c578b74664bd46cb585,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
881,48-55-58-82,c47c3025586a4afc9795269e49b7c85c,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
882,48-55-58-82,c47c3025586a4afc9795269e49b7c85c,Storm,1,พายุ,55.0,,,,,0,agricultural
883,71-72-87-38,434266cd67c645c98a24173ff516a32b,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
884,71-72-87-38,434266cd67c645c98a24173ff516a32b,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
885,71-72-87-38,434266cd67c645c98a24173ff516a32b,Accident,1,อุบัติเหตุ,24.0,0.0,0.0,0.0,1.0,0,demographic
886,91-14-21-86,f44b904e6dca4b95a706eebb20cfa09d,Drought,1,Drought,11.0,,,,,0,agricultural
887,39-39-90-11,00f76f31037e4733b7e325f938c67133,Drought,1,Drought,11.0,,,,,0,agricultural
888,43-76-98-23,7995798793364b639c1fb6f5541c9e40,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
889,43-76-98-23,7995798793364b639c1fb6f5541c9e40,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
890,43-76-98-23,7995798793364b639c1fb6f5541c9e40,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
891,43-76-98-23,7995798793364b639c1fb6f5541c9e40,Accident,1,อุบัติเหตุ,24.0,,,,,0,demographic
892,29-47-66-37,8a83d94ce3154e98b8e3abe066d88fd1,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
893,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
894,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,1.0,0,agricultural
895,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,Job loss,1,Job loss,62.0,,,,,0,economics
896,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,Flooding on the house/homestead,1,Flooding on the house/homestead,77.0,,,,,0,economics
897,09-40-77-06,07fe0ae88afd49be9d0a9c61bf80b9e3,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
898,09-40-77-06,07fe0ae88afd49be9d0a9c61bf80b9e3,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
899,40-02-01-77,319a2c82053a4495a3ed0bc9ddf35b2e,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
900,74-30-52-11,93bb5980b24a4b86992bc4fbdbb0a57e,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
901,74-30-52-11,93bb5980b24a4b86992bc4fbdbb0a57e,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
902,36-93-20-35,44d8e7800d324b8ca8973b85351ece2c,Drought,1,Drought,11.0,,,,,0,agricultural
903,36-93-20-35,44d8e7800d324b8ca8973b85351ece2c,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
904,26-37-63-05,755073baec334d31a44837eac0dc8190,Drought,1,Drought,11.0,,,,,0,agricultural
905,26-37-63-05,755073baec334d31a44837eac0dc8190,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
906,04-97-55-11,831654aa35f24cd9901bc49bf069d331,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
907,43-25-14-27,31aa5c1dc88a4ea6b7f76ff9ae639a12,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,,,,,0,social
908,43-25-14-27,31aa5c1dc88a4ea6b7f76ff9ae639a12,Collapse of business,1,Collapse of business,18.0,,,,,0,economics
909,55-11-01-99,c3db973820af4c91b00b929e221e928b,Drought,1,Drought,11.0,,,,,0,agricultural
910,25-93-00-48,a4a187d2371f4ef090fb2edb1753fc41,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
911,25-93-00-48,a4a187d2371f4ef090fb2edb1753fc41,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
912,25-93-00-48,a4a187d2371f4ef090fb2edb1753fc41,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
913,25-93-00-48,a4a187d2371f4ef090fb2edb1753fc41,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
914,25-93-00-48,a4a187d2371f4ef090fb2edb1753fc41,Accident,1,Accident,24.0,,,,,0,demographic
915,25-93-00-48,a4a187d2371f4ef090fb2edb1753fc41,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
916,12-49-53-67,28b4befcaf3a4b16ae9cbb67e5f020ba,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,0.0,1.0,0.0,0.0,0,agricultural
917,12-49-53-67,28b4befcaf3a4b16ae9cbb67e5f020ba,Storm,1,พายุ,55.0,0.0,1.0,0.0,0.0,0,agricultural
918,12-49-53-67,28b4befcaf3a4b16ae9cbb67e5f020ba,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,0.0,1.0,0.0,1.0,0,agricultural
919,68-24-68-27,5268bb90a2814994b951533a3be9421e,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
920,88-10-58-04,acb63014ba5b48f38be161796cfb4644,Household member left the household,1,การย้ายออกของสมาชิกในครัวเรือน,3.0,,,,,0,others
921,88-10-58-04,acb63014ba5b48f38be161796cfb4644,Flooding of agricultural land,2,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
922,88-10-58-04,acb63014ba5b48f38be161796cfb4644,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,0.0,1.0,0.0,0.0,1,agricultural
923,88-10-58-04,acb63014ba5b48f38be161796cfb4644,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
924,42-97-66-20,952bda8396c8472995088830f436b4c8,Drought,1,Drought,11.0,,,,,0,agricultural
925,13-94-17-49,4b67f6567e784ca0bc30808c4b611348,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
926,13-94-17-49,4b67f6567e784ca0bc30808c4b611348,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
927,60-69-16-71,c65328a8babd481c87181d912e79ebd0,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,0.0,0,agricultural
928,71-74-67-10,74980f15fd954373b69ca548b062c5e0,Had to spent money because of ceremony,2,ต้องจ่ายเงิน (จำนวนมาก) ในการจัดพิธีต่าง ๆในครัวเรือน,5.0,,,,,0,social
929,54-91-28-92,bc1758f0464749c593c8c57f5b1cd6fd,Illness of household member,2,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
930,48-56-31-63,a6e5ebe94b924fa8809c8e633c9fd0bd,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
931,45-73-21-79,40d1411797914ec7a81e03e09a777090,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,0.0,0.0,0.0,0.0,0,economics
932,66-51-45-06,c83535b178694ae5887e562afbf89060,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
933,01-24-47-69,8ac748697570448b8b8fb016faca3d92,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
934,50-54-84-98,6e1e32e1d2af4b4fb55b94fcd5a409d2,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
935,50-54-84-98,6e1e32e1d2af4b4fb55b94fcd5a409d2,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
936,50-54-84-98,6e1e32e1d2af4b4fb55b94fcd5a409d2,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
937,50-54-84-98,6e1e32e1d2af4b4fb55b94fcd5a409d2,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
938,91-87-71-92,d0607ba0bcff4a149b89569e588c5aa5,Drought,1,Drought,11.0,,,,,0,agricultural
939,91-87-71-92,d0607ba0bcff4a149b89569e588c5aa5,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
940,27-24-09-62,f8fad4e35fdf459493a2dd030ea5b0f1,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
941,27-24-09-62,f8fad4e35fdf459493a2dd030ea5b0f1,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
942,27-24-09-62,f8fad4e35fdf459493a2dd030ea5b0f1,Storm,1,Storm,55.0,,,,,0,agricultural
943,79-66-38-12,8cfb3956bbcb423a9612a0df9ed9bcb2,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
944,77-84-78-39,d65b85609b274d5e903642cad79ceda6,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
945,77-84-78-39,d65b85609b274d5e903642cad79ceda6,House damage,1,House damage,6.0,,,,,0,economics
946,38-68-95-68,8baa924f0cfe4b508615dc31326b33e8,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
947,01-30-52-95,139dccd28ff64498a7b3c5cf001c7aec,Drought,1,Drought,11.0,0.0,1.0,0.0,0.0,0,agricultural
948,19-89-99-54,0a784dd08034472684fe3c2491b5d203,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
949,19-89-99-54,0a784dd08034472684fe3c2491b5d203,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
950,98-13-61-12,869b566c8a31492bb62a77e5a79dea5f,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
951,45-47-86-25,fa7b14cdf7e54f93ba21363d3f4cbf0c,Drought,1,Drought,11.0,,,,,0,agricultural
952,01-25-46-59,db66383adf4c49acbe57e5dfb9f227bf,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
953,06-15-95-00,2c4b201dc58e47958a1972635ccf402a,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
954,06-15-95-00,2c4b201dc58e47958a1972635ccf402a,Strong decrease of prices for Output,2,Strong decrease of prices for Output,21.0,0.0,0.0,0.0,0.0,0,agricultural
955,06-15-95-00,2c4b201dc58e47958a1972635ccf402a,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
956,36-51-50-01,76bde84ced7d486c8e2be6acb37f9fb3,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,1.0,0.0,1.0,0,agricultural
957,36-51-50-01,76bde84ced7d486c8e2be6acb37f9fb3,Drought,1,Drought,11.0,0.0,1.0,0.0,0.0,0,agricultural
958,36-51-50-01,76bde84ced7d486c8e2be6acb37f9fb3,Accident,1,Accident,24.0,0.0,1.0,0.0,0.0,0,demographic
959,16-74-88-43,0875f05a119f40bfa18250f06ecbdaf7,Flooding on the house/homestead,2,Flooding on the house/homestead,77.0,,,,,0,economics
960,98-50-96-17,96dae0fd48014e028c56bd152ce7d682,Illness of household member,1,Illness of household member,1.0,0.0,1.0,0.0,0.0,0,demographic
961,51-20-09-24,cf50c46471d54117a1e99bc8984ace4b,Drought,2,ภัยแล้ง,11.0,,,,,0,agricultural
962,51-20-09-24,cf50c46471d54117a1e99bc8984ace4b,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,,,,,0,agricultural
963,75-27-68-78,aa44647723c140899a5c7f9b1c3ffcb5,House damage,1,House damage,6.0,,,,,0,economics
964,75-27-68-78,aa44647723c140899a5c7f9b1c3ffcb5,Accident,1,Accident,24.0,,,,,0,demographic
965,75-27-68-78,aa44647723c140899a5c7f9b1c3ffcb5,Storm,1,Storm,55.0,,,,,0,agricultural
966,00-11-44-83,877aa29aebc04550b46fca1033994811,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
967,30-40-52-31,b69bb17195a9481085196fe3cab050e6,Drought,1,Drought,11.0,,,,,0,agricultural
968,40-48-11-07,051bc9aafbd1439bb2bede8c386f3cb6,Death of household member,1,Death of household member,2.0,0.0,0.0,1.0,0.0,1,demographic
969,40-48-11-07,051bc9aafbd1439bb2bede8c386f3cb6,Drought,3,Drought,11.0,0.0,0.0,0.0,3.0,0,agricultural
970,94-19-97-99,d33d7c5e05ae4057acf8b5c19db7ccdd,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
971,25-27-40-27,15506e91fa174f939c46fe2588fb759e,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,,,,,0,social
972,44-52-05-66,fafbb6d68dd8480289ced6c55397700c,House damage,1,House damage,6.0,0.0,1.0,0.0,0.0,1,economics
973,98-75-60-57,0c27392f18ed46e6a5efb24b1483722e,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
974,84-15-28-26,99eb135d953a4fa5810ca72c3666254e,Flooding of agricultural land,2,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
975,91-19-92-38,5891f1ce4ed64206b921bcd0ef5b691f,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
976,91-19-92-38,5891f1ce4ed64206b921bcd0ef5b691f,Drought,1,Drought,11.0,,,,,0,agricultural
977,76-54-23-78,ffc3dc169b454887a74282286abbc1cf,Household member left the household,1,Household member left the household,3.0,,,,,0,others
978,55-04-23-59,cafa0093aa7f4fc0a6a1294f3e7d7a12,Illness of household member,1,Illness of household member,1.0,0.0,0.0,0.0,0.0,0,demographic
979,55-04-23-59,cafa0093aa7f4fc0a6a1294f3e7d7a12,Drought,1,Drought,11.0,0.0,0.0,0.0,0.0,0,agricultural
980,55-04-23-59,cafa0093aa7f4fc0a6a1294f3e7d7a12,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,0.0,0.0,0.0,0.0,0,agricultural
981,67-00-58-24,1e3c5dbe4f7b43d28a829cbca6598b69,Storm,3,พายุ,55.0,0.0,3.0,0.0,0.0,0,agricultural
982,35-62-77-50,5a1c65974d9642cca507419df9bc77d2,Job loss,1,Job loss,62.0,,,,,0,economics
983,32-22-91-66,cfc7fbd5824142e49e6dd895d7afcd5d,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
984,32-22-91-66,cfc7fbd5824142e49e6dd895d7afcd5d,Drought,1,Drought,11.0,,,,,0,agricultural
985,63-99-99-67,326a2dfbe39242b5a4090f5e1a717c01,Drought,2,ภัยแล้ง,11.0,0.0,2.0,0.0,2.0,0,agricultural
986,63-99-99-67,326a2dfbe39242b5a4090f5e1a717c01,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,0.0,1.0,0.0,0.0,0,agricultural
987,90-14-13-34,7460f006ff554842a974a3762932ef71,Death of household member,2,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,0.0,2.0,2.0,0.0,0,demographic
988,90-14-13-34,7460f006ff554842a974a3762932ef71,Had to spent money because of ceremony,2,ต้องจ่ายเงิน (จำนวนมาก) ในการจัดพิธีต่าง ๆในครัวเรือน,5.0,0.0,2.0,2.0,0.0,0,social
989,90-14-13-34,7460f006ff554842a974a3762932ef71,Drought,1,ภัยแล้ง,11.0,0.0,1.0,0.0,1.0,0,agricultural
990,45-80-49-98,0305ecbc321d4e49a0fc6cec89166f2c,Job loss,1,Job loss,62.0,0.0,1.0,0.0,0.0,0,economics
991,76-05-57-08,9a97880feced4bb08cb6ebf59a6a408a,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
992,76-05-57-08,9a97880feced4bb08cb6ebf59a6a408a,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
993,76-05-57-08,9a97880feced4bb08cb6ebf59a6a408a,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
994,76-05-57-08,9a97880feced4bb08cb6ebf59a6a408a,Storm,1,พายุ,55.0,,,,,0,agricultural
995,76-05-57-08,9a97880feced4bb08cb6ebf59a6a408a,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
996,78-77-87-52,f7930024df654cab908bae6ad8c9f6f7,Death of household member,1,Death of household member,2.0,,,,,0,demographic
997,78-77-87-52,f7930024df654cab908bae6ad8c9f6f7,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
998,66-16-49-54,0e1431d67d10477db5703501b89d71a5,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
999,79-33-33-65,41f094cef367403da1afe86e795084b1,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,,,,,0,agricultural
1000,86-67-06-35,a5c15c02bb3642ffad53f8f290837588,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
1001,86-67-06-35,a5c15c02bb3642ffad53f8f290837588,Household member left the household,1,การย้ายออกของสมาชิกในครัวเรือน,3.0,,,,,0,others
1002,86-67-06-35,a5c15c02bb3642ffad53f8f290837588,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
1003,86-67-06-35,a5c15c02bb3642ffad53f8f290837588,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
1004,15-97-57-07,aa74fbfbcad24c26a5137cb064edc1b7,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
1005,15-97-57-07,aa74fbfbcad24c26a5137cb064edc1b7,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
1006,88-85-69-07,8cdc40ee6ca14d1e9df3502c1dff5356,Storm,1,Storm,55.0,,,,,0,agricultural
1007,21-10-47-63,ab67841312644602b99bc2fa20656f62,Household member left the household,1,Household member left the household,3.0,,,,,0,others
1008,01-24-77-47,d7c0f6e6d4a349f0aa1955584750297d,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
1009,01-24-77-47,d7c0f6e6d4a349f0aa1955584750297d,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
1010,01-24-77-47,d7c0f6e6d4a349f0aa1955584750297d,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,,,,,0,agricultural
1011,01-24-77-47,d7c0f6e6d4a349f0aa1955584750297d,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
1012,56-02-74-18,bc4be39211b34c759ad07d9415071560,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
1013,56-02-74-18,bc4be39211b34c759ad07d9415071560,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
1014,69-28-16-69,e91b2f8ec8004ce7b9fcb82ddb8a1425,Had to spent money because of ceremony,1,ต้องจ่ายเงิน (จำนวนมาก) ในการจัดพิธีต่าง ๆในครัวเรือน,5.0,,,,,0,social
1015,28-53-53-84,ff7e02441e3f40dea5083d3bd6a8d4ff,Drought,1,Drought,11.0,1.0,0.0,0.0,0.0,0,agricultural
1016,28-53-53-84,ff7e02441e3f40dea5083d3bd6a8d4ff,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,0.0,0.0,0.0,0.0,0,agricultural
1017,28-53-53-84,ff7e02441e3f40dea5083d3bd6a8d4ff,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,0.0,0.0,0.0,0.0,0,agricultural
1018,70-16-94-97,597cb02437ef437e8f25a56050089cc3,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,1.0,0,agricultural
1019,70-16-94-97,597cb02437ef437e8f25a56050089cc3,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
1020,70-16-94-97,597cb02437ef437e8f25a56050089cc3,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
1021,70-16-94-97,597cb02437ef437e8f25a56050089cc3,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
1022,70-16-94-97,597cb02437ef437e8f25a56050089cc3,Flooding on the house/homestead,1,Flooding on the house/homestead,77.0,,,,,0,economics
1023,28-32-32-49,cb72fa1f2e8941b99af263da46b8473c,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
1024,04-46-11-65,c8836205c87b48389692edc5c64f6335,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
1025,97-59-24-64,faf807c45a6a4e4182e36a18caff042c,Illness of household member,1,Illness of household member,1.0,0.0,1.0,0.0,0.0,0,demographic
1026,97-59-24-64,faf807c45a6a4e4182e36a18caff042c,Drought,1,Drought,11.0,0.0,1.0,0.0,0.0,0,agricultural
1027,97-59-24-64,faf807c45a6a4e4182e36a18caff042c,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,0,agricultural
1028,50-15-87-28,ed338561b6e04b4aacd87e9e2cf28397,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
1029,32-61-68-30,e574a2f513124ce19fb82c454d39f629,Death of household member,1,Death of household member,2.0,,,,,0,demographic
1030,32-61-68-30,e574a2f513124ce19fb82c454d39f629,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,,,,,0,social
1031,84-96-63-35,6b0cb066e7434430a8583299ea676c55,Drought,1,Drought,11.0,,,,,0,agricultural
1032,70-92-12-74,e3e3188992764778b9699f30926ec130,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,1.0,0,agricultural
1033,70-92-12-74,e3e3188992764778b9699f30926ec130,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,,,,,0,agricultural
1034,70-92-12-74,e3e3188992764778b9699f30926ec130,Accident,1,อุบัติเหตุ,24.0,0.0,1.0,0.0,0.0,0,demographic
1035,24-35-02-26,11af818bff6b419caa14937c11b0af5c,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
1036,24-35-02-26,11af818bff6b419caa14937c11b0af5c,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,,,,,0,agricultural
1037,24-35-02-26,11af818bff6b419caa14937c11b0af5c,Storm,1,พายุ,55.0,,,,,0,agricultural
1038,17-13-10-01,75b5e87e444748bfa2de2323877c2066,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
1039,17-13-10-01,75b5e87e444748bfa2de2323877c2066,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
1040,17-13-10-01,75b5e87e444748bfa2de2323877c2066,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
1041,65-50-40-55,fb778815ab2f45d5964616b34bcdf254,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
1042,65-50-40-55,fb778815ab2f45d5964616b34bcdf254,Drought,1,Drought,11.0,,,,,0,agricultural
1043,52-26-11-88,ed898b1dd31c4209b58ae3bc43d1b137,Drought,1,Drought,11.0,1.0,0.0,0.0,0.0,0,agricultural
1044,52-26-11-88,ed898b1dd31c4209b58ae3bc43d1b137,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,0.0,0.0,0.0,0.0,0,agricultural
1045,08-92-22-03,3ef0243ff388444f902c663af37087f2,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
1046,08-92-22-03,3ef0243ff388444f902c663af37087f2,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
1047,59-48-75-74,6e9201f12d42496b81c0bd8a7148a723,Drought,2,Drought,11.0,,,,,0,agricultural
1048,96-41-18-48,f22b004615fe43e581dc37a4b9e813be,Storm,1,พายุ,55.0,0.0,1.0,0.0,0.0,0,agricultural
1049,96-41-18-48,f22b004615fe43e581dc37a4b9e813be,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,0.0,1.0,0.0,0.0,0,agricultural
1050,32-92-38-81,1afd5da73d1b47c2beaa83c58284fa2c,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
1051,32-92-38-81,1afd5da73d1b47c2beaa83c58284fa2c,Drought,1,Drought,11.0,,,,,0,agricultural
1052,03-41-92-15,4c8ec10a84324fedb90a300cbc547394,Drought,1,ภัยแล้ง,11.0,0.0,1.0,0.0,0.0,0,agricultural
1053,03-41-92-15,4c8ec10a84324fedb90a300cbc547394,Accident,1,อุบัติเหตุ,24.0,0.0,1.0,1.0,0.0,0,demographic
1054,03-41-92-15,4c8ec10a84324fedb90a300cbc547394,Storm,1,พายุ,55.0,0.0,1.0,0.0,0.0,0,agricultural
1055,50-28-58-20,0b5b2a8fe1a54355b5ec41ed00d52983,Household member left the household,1,Household member left the household,3.0,,,,,0,others
1056,50-28-58-20,0b5b2a8fe1a54355b5ec41ed00d52983,Job loss,1,Job loss,62.0,0.0,0.0,0.0,0.0,0,economics
1057,43-64-57-66,f4b7392844dc49dea7a940a6c5cf507e,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
1058,08-15-59-54,3f7f9a211701408c97c34ff8a90c5a8a,Accident,1,Accident,24.0,,,,,0,demographic
1059,57-55-87-31,f5987e35f0604afcadfd597436513977,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
1060,57-55-87-31,f5987e35f0604afcadfd597436513977,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
1061,33-01-50-03,f28e6aaccbe54644b6c66d999ff13e1e,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,0,agricultural
