,interview__key,interview__id,shocks__id,shocks_detail__id,v31102d,v31102a__0,v31102a__1,v31102a__2,v31102a__3,v31102a__4,v31102a__5,v31102a__6,v31102a__7,v31102a__8,v31102a__9,v31102a__10,v31102a__11,v31102a__12,v31102a__13,v31102a__14,v31102a__15,v31102a__16,v31102a__17,v31102a__18,v31102a__19,rowcode_shock,v31103,v31103a,v31103c,v31104,v31105a,v31105b,v31106a,shockmoneyloss,v31107,v31108a__1,v31108a__2,v31108a__3,v31108a__4,v31108a__5,v31108a__6,v31108a__7,v31108__40,v31108__41,v31108__42,v31108__43,v31108__3,v31108__4,v31108__5,v31108__6,v31108__7,v31108__8,v31108__9,v31108__10,v31108__11,v31108__12,v31108__13,v31108__14,v31108__15,v31108__16,v31108__17,v31108__18,v31108__19,v31108__20,v31108__21,v31108__22,v31108__23,v31108__24,v31108__25,v31108__26,v31108__27,v31108__28,v31108__29,v31108__30,v31108__31,v31108__48,v31108__49,v31108__50,v31108__51,v31108__52,v31108__53,v31108__54,v31108__55,v31108__62,v31108__63,v31108__90,v31108__98,specify_v31108,v31111,v31112a,shockdate,corryear,v31127__0,v31127__1,v31127__2,v31127__3,v31127__4,v31127__5,v31127__98,specify_v31127
922,31-80-47-05,83c317fd7d284f0992013e57663c2047,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,November,10,Medium,20000.0,none,none,20000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20.0,2019-11-01T00:00:00,2019.0,0,0,0,0,1,0,0,
923,31-80-47-05,83c317fd7d284f0992013e57663c2047,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,30,High,40000.0,none,none,40000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-06-01T00:00:00,2021.0,0,0,0,0,1,0,0,
924,31-80-47-05,83c317fd7d284f0992013e57663c2047,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,December,30,Medium,none,600.0,none,600.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2021-12-01T00:00:00,2021.0,0,0,0,1,1,0,0,
925,39-19-95-15,27cef8355233439386b66f50d5fcf61c,5,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,March,2,Medium,none,50000.0,none,50000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,2022-03-01T00:00:00,2022.0,1,0,0,0,0,0,0,
926,39-19-95-15,27cef8355233439386b66f50d5fcf61c,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,July,20,Medium,none,none,500.0,500.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10.0,2020-07-01T00:00:00,2020.0,1,0,0,0,0,0,0,
927,53-44-87-91,5b3071ade34c42b5b91413dc44783506,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,July,30,High,50000.0,30000.0,none,80000.0,most HH in province,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2019-07-01T00:00:00,2019.0,0,0,0,1,1,0,0,
928,20-90-45-98,4a13fff4e40e4f0db6b42815de88cf27,6,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,1,Low,none,none,none,0.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,2022-04-01T00:00:00,2022.0,1,0,0,0,0,0,0,
929,20-90-45-98,4a13fff4e40e4f0db6b42815de88cf27,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,August,14,High,5500.0,none,none,5500.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,2021-08-01T00:00:00,2021.0,0,0,0,0,1,0,0,
930,20-90-45-98,4a13fff4e40e4f0db6b42815de88cf27,24,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2021,August,1,Low,none,none,none,0.0,no other HH,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ตำรวจที่ชับรถชนแม่ถวิลเป็นคนออกเงินดูแลและเยียวยาค่าใช้จ่ายให้ทั้งหมด,No,1.0,2021-08-01T00:00:00,2021.0,0,1,0,0,0,0,0,
931,26-99-79-95,bc4e10d2c8bb406d9d542d336c07ac5a,1,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2021,October,1,Low,none,150.0,none,150.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,2021-10-01T00:00:00,2021.0,1,0,0,0,0,0,0,
932,49-46-23-82,cc0f45193fb84762b49ad95c2cb79699,1,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2021,March,7,High,none,none,none,0.0,no other HH,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ไปโรงพยาบาล,No,10.0,2021-03-01T00:00:00,2021.0,1,0,0,0,0,0,0,
933,49-46-23-82,cc0f45193fb84762b49ad95c2cb79699,21,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,Medium,10000.0,none,none,10000.0,most HH in district,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2021-11-01T00:00:00,2021.0,0,0,0,1,0,0,0,
934,49-46-23-82,cc0f45193fb84762b49ad95c2cb79699,22,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2022,April,Still going on,Low,none,4000.0,none,4000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2022-04-01T00:00:00,2022.0,0,0,0,1,0,0,0,
935,49-46-23-82,cc0f45193fb84762b49ad95c2cb79699,24,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2020,Don't know,3,High,none,20000.0,none,20000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,60.0,##N/A##,2020.0,0,1,0,0,0,0,0,
936,49-46-23-82,cc0f45193fb84762b49ad95c2cb79699,63,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,April,30,Medium,none,600.0,none,600.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ฉีดยารักษาโรคลัมปีสกิน,No,30.0,2021-04-01T00:00:00,2021.0,0,0,0,0,1,0,0,
937,30-14-46-40,887cd922b1cd4fd6bbc0b0915264ef1c,1,0,No,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,0.0,2021,April,15,Medium,1500.0,900.0,none,2400.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,2021-04-01T00:00:00,2021.0,1,0,0,0,0,0,0,
938,30-14-46-40,887cd922b1cd4fd6bbc0b0915264ef1c,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,May,30,High,10000.0,none,30000.0,40000.0,most HH in village / commune,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No answer,30.0,2021-05-01T00:00:00,2021.0,1,0,0,0,0,0,0,
939,30-14-46-40,887cd922b1cd4fd6bbc0b0915264ef1c,21,0,No,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,0.0,2021,September,20,High,2000.0,none,10000.0,12000.0,most HH in country,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,20.0,2021-09-01T00:00:00,2021.0,1,0,0,0,0,0,0,
940,30-14-46-40,887cd922b1cd4fd6bbc0b0915264ef1c,22,0,No,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,0.0,2022,February,Still going on,Medium,3000.0,none,5000.0,8000.0,most HH in country,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No answer,not yet recovered,2022-02-01T00:00:00,2022.0,0,0,0,1,1,0,0,
941,84-87-50-64,424728c34fbf474fbb606faaf174bf7e,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,October,30,Medium,none,none,10000.0,10000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2019-10-01T00:00:00,2019.0,1,0,0,0,0,0,0,
942,84-87-50-64,424728c34fbf474fbb606faaf174bf7e,11,1,Yes,,,,,,,,,,,,,,,,,,,,,1.0,2020,October,30,Medium,none,none,10000.0,10000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,40.0,2020-10-01T00:00:00,2020.0,1,0,0,0,0,0,0,
943,51-90-78-49,cdadd676f56b4d2ab833d6fbc9f8b96e,2,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2019,November,3,Low,20000.0,none,none,20000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,2019-11-01T00:00:00,2019.0,0,0,0,0,1,0,0,
944,77-14-46-28,83c6b3722a6042bb8dcf27f6136626bd,6,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,Don't know,1,Low,none,1000.0,none,1000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,##N/A##,2019.0,1,0,0,0,0,0,0,
945,77-14-46-28,83c6b3722a6042bb8dcf27f6136626bd,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,Don't know,7,Medium,none,500.0,10000.0,10500.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,##N/A##,2020.0,0,0,0,1,1,0,0,
946,77-14-46-28,83c6b3722a6042bb8dcf27f6136626bd,22,0,No,1.0,2.0,3.0,5.0,,,,,,,,,,,,,,,,,0.0,2022,April,Still going on,High,none,10000.0,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-04-01T00:00:00,2022.0,1,0,0,0,0,0,0,
947,23-77-47-45,42b7f559412b4c578b74664bd46cb585,10,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2019,August,45,Medium,12000.0,none,none,12000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2019-08-01T00:00:00,2019.0,0,0,0,1,0,0,0,
948,23-77-47-45,42b7f559412b4c578b74664bd46cb585,22,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2022,January,Still going on,Low,2700.0,none,none,2700.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,
949,23-77-47-45,42b7f559412b4c578b74664bd46cb585,63,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2021,May,60,Medium,none,5000.0,none,5000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-05-01T00:00:00,2021.0,0,0,0,0,1,0,0,
950,48-55-58-82,c47c3025586a4afc9795269e49b7c85c,6,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,1,Medium,none,3000.0,none,3000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,2022-04-01T00:00:00,2022.0,1,0,0,0,0,0,0,
951,48-55-58-82,c47c3025586a4afc9795269e49b7c85c,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,1,High,none,3000.0,none,3000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,2022-04-01T00:00:00,2022.0,1,0,0,0,0,0,0,
952,71-72-87-38,434266cd67c645c98a24173ff516a32b,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,30,Medium,5000.0,none,none,5000.0,most HH in district,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-06-01T00:00:00,2021.0,1,0,0,0,0,0,0,
953,71-72-87-38,434266cd67c645c98a24173ff516a32b,21,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,Medium,10000.0,none,none,10000.0,most HH in country,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,
954,71-72-87-38,434266cd67c645c98a24173ff516a32b,24,0,No,4.0,,,,,,,,,,,,,,,,,,,,0.0,2020,May,5,Medium,2000.0,none,none,2000.0,no other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2020-05-01T00:00:00,2020.0,1,0,0,0,0,0,0,
955,91-14-21-86,f44b904e6dca4b95a706eebb20cfa09d,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,July,20,Low,none,8000.0,none,8000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2020-07-01T00:00:00,2020.0,1,0,0,0,0,0,0,
956,39-39-90-11,00f76f31037e4733b7e325f938c67133,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,August,60,Medium,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-08-01T00:00:00,2021.0,1,0,0,0,0,0,0,
957,43-76-98-23,7995798793364b639c1fb6f5541c9e40,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,7,Medium,30000.0,none,none,30000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10.0,2021-09-01T00:00:00,2021.0,0,0,0,0,1,0,0,
958,43-76-98-23,7995798793364b639c1fb6f5541c9e40,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,August,90,Medium,20000.0,none,none,20000.0,most HH in province,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,90.0,2021-08-01T00:00:00,2021.0,0,0,0,0,1,0,0,
959,43-76-98-23,7995798793364b639c1fb6f5541c9e40,21,0,No,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,0.0,2021,November,30,Medium,20000.0,none,none,20000.0,most HH in province,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,60.0,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,
960,43-76-98-23,7995798793364b639c1fb6f5541c9e40,24,0,No,9.0,,,,,,,,,,,,,,,,,,,,0.0,2020,Don't know,1,Low,none,500.0,none,500.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,##N/A##,2020.0,1,0,0,0,0,0,0,
961,29-47-66-37,8a83d94ce3154e98b8e3abe066d88fd1,21,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,February,7,Low,none,4000.0,none,4000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15.0,2021-02-01T00:00:00,2021.0,0,0,0,0,1,0,0,
962,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,1,0,No,8.0,,,,,,,,,,,,,,,,,,,,0.0,2022,January,4,Medium,none,2000.0,none,2000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,
963,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,October,30,Medium,3000.0,none,none,3000.0,some other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2021-10-01T00:00:00,2021.0,1,0,0,0,0,0,0,
964,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,62,0,No,3.0,,,,,,,,,,,,,,,,,,,,0.0,2022,January,Still going on,High,30000.0,none,none,30000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,not yet recovered,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,
965,73-63-94-11,5085923c36b04b2fa5523baa3d4d6b37,77,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,10,No impact,,,,0.0,no other HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01T00:00:00,2021.0,1,0,0,0,0,0,0,
966,09-40-77-06,07fe0ae88afd49be9d0a9c61bf80b9e3,21,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2022,January,Still going on,High,10000.0,none,none,10000.0,most HH in province,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,
967,09-40-77-06,07fe0ae88afd49be9d0a9c61bf80b9e3,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,Don't know,30,High,none,2000.0,none,2000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,##N/A##,2019.0,0,0,0,0,1,0,0,
968,40-02-01-77,319a2c82053a4495a3ed0bc9ddf35b2e,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,30,Medium,none,none,20000.0,20000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2021-09-01T00:00:00,2021.0,0,0,0,1,1,0,0,
969,74-30-52-11,93bb5980b24a4b86992bc4fbdbb0a57e,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,Don't know,30,Medium,2000.0,none,none,2000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,##N/A##,2021.0,0,0,0,0,1,0,0,
970,74-30-52-11,93bb5980b24a4b86992bc4fbdbb0a57e,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,July,30,Medium,none,500.0,none,500.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-07-01T00:00:00,2021.0,1,0,0,0,0,0,0,
971,36-93-20-35,44d8e7800d324b8ca8973b85351ece2c,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,20,Medium,15000.0,2000.0,none,17000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20.0,2021-09-01T00:00:00,2021.0,0,0,0,0,1,0,0,
972,36-93-20-35,44d8e7800d324b8ca8973b85351ece2c,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,November,30,Low,10000.0,1000.0,none,11000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-11-01T00:00:00,2021.0,0,0,0,1,0,0,0,
973,26-37-63-05,755073baec334d31a44837eac0dc8190,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,15,Medium,none,none,500.0,500.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15.0,2021-09-01T00:00:00,2021.0,1,0,0,0,0,0,0,
974,26-37-63-05,755073baec334d31a44837eac0dc8190,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,July,10,Medium,none,300.0,none,300.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,2021-07-01T00:00:00,2021.0,1,0,0,0,0,0,0,
